NET-00001 | 0.0023 | -0.1404 | 0.0021 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-00998 | -1.5668 | 0.0253 | 0.0826 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-00999 | 3.3748 | -0.0511 | 0.2636 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01000 | -1.5002 | 0.0600 | 0.1825 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01001 | -2.4362 | 0.0706 | 0.2635 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01002 | -0.6964 | -0.0069 | 0.0138 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01003 | 3.0524 | 0.0149 | 0.0697 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01004 | 0.9905 | -0.0512 | 0.1080 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01005 | 1.6123 | 0.0294 | 0.0840 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01006 | -0.1085 | 0.1875 | 0.3513 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01007 | -0.1558 | 0.0333 | 0.0768 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01008 | 3.6786 | -0.0571 | 0.3376 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01009 | -2.0647 | 0.0239 | 0.0756 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01010 | 1.3980 | 0.0520 | 0.1747 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01011 | -1.8329 | -0.1024 | 0.2940 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01012 | 3.6298 | 0.0954 | 0.5281 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01013 | 3.2782 | 0.1498 | 0.7515 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01014 | -2.2784 | 0.0306 | 0.1286 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01015 | 0.8283 | 0.0314 | 0.0580 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01016 | 3.0405 | 0.0546 | 0.2559 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01017 | -2.6633 | 0.0154 | 0.0631 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01018 | 0.7031 | -0.0593 | 0.0677 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01019 | 3.8196 | -0.0536 | 0.3230 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01020 | -3.7101 | -0.0364 | 0.2067 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01021 | 1.8533 | -0.1981 | 0.5794 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01022 | -0.9947 | 0.0404 | 0.0746 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01023 | 1.9287 | -0.0521 | 0.2005 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01024 | 3.3585 | 0.0469 | 0.2422 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01025 | 4.0768 | 0.0769 | 0.4895 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01026 | 0.2506 | 0.0604 | 0.0508 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01027 | 0.7221 | 0.0200 | 0.0686 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01028 | 1.5831 | -0.0666 | 0.2074 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01029 | -1.6343 | -0.2351 | 0.5981 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01030 | 1.5271 | 0.0485 | 0.1447 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01031 | -1.7881 | 0.0683 | 0.2821 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01032 | 0.8305 | -0.0022 | 0.0028 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01033 | -2.4061 | -0.0227 | 0.0852 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01034 | -0.9918 | -0.0172 | 0.0595 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01035 | -1.8091 | -0.1101 | 0.4173 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01036 | 1.8759 | 0.2250 | 0.6691 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01037 | -0.7296 | 0.2523 | 0.3625 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01038 | -0.1921 | 0.0461 | 0.1249 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01039 | -1.2003 | -0.0862 | 0.3394 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01040 | -1.1515 | 0.1732 | 0.3189 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01041 | 1.2431 | 0.2808 | 0.7290 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01042 | 0.2375 | -0.0578 | 0.1691 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01043 | 0.1341 | -0.0402 | 0.0892 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01044 | 1.0328 | 0.0780 | 0.1256 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01045 | 1.5147 | 0.0586 | 0.2026 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01046 | 0.0412 | 0.0976 | 0.1165 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01047 | -1.3379 | 0.0060 | 0.0146 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01048 | -2.3326 | 0.0925 | 0.4002 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01049 | 2.4648 | -0.1328 | 0.5144 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01050 | -2.1049 | 0.2987 | 1.2855 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01051 | 3.1120 | 0.0065 | 0.0315 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01052 | 0.2222 | 0.1069 | 0.0367 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01053 | 3.2883 | -0.0612 | 0.3113 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01054 | 2.4206 | 0.0016 | 0.0060 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01055 | 2.4352 | -0.1306 | 0.5920 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01056 | -2.4141 | 0.1669 | 0.7274 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01057 | 1.2605 | -0.0156 | 0.0379 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01058 | 0.7427 | -0.0783 | 0.2159 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01059 | 1.2177 | -0.2053 | 0.6338 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01060 | -0.6905 | 0.0372 | 0.1063 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01061 | 2.8740 | -0.0491 | 0.2163 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01062 | 4.2028 | 0.1733 | 1.1253 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01063 | 1.2645 | 0.2110 | 0.5124 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01064 | -0.9097 | -0.1051 | 0.1538 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01065 | -0.9666 | -0.0189 | 0.0304 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01066 | 2.1175 | -0.1702 | 0.5684 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01067 | -0.0103 | 0.1428 | 0.5515 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01068 | -3.8952 | -0.1220 | 0.7468 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01069 | -0.0924 | -0.2041 | 0.3017 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01070 | -1.8554 | -0.0576 | 0.1643 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01071 | -1.8936 | -0.0379 | 0.1119 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01072 | -1.9613 | -0.0118 | 0.0355 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01073 | -2.1709 | 0.1349 | 0.5629 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01074 | -2.2094 | -0.1847 | 0.8119 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01075 | 2.5659 | 0.0132 | 0.0595 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01076 | -1.6025 | -0.0481 | 0.1500 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01077 | -2.1152 | 0.1647 | 0.6527 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01078 | 2.2983 | 0.0773 | 0.3079 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01079 | -0.5905 | -0.1481 | 0.3920 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01080 | 1.2487 | 0.0068 | 0.0280 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01081 | 0.9391 | -0.1674 | 0.4340 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01082 | -3.7167 | -0.0198 | 0.1141 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01083 | 0.4400 | 0.1672 | 0.3151 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01084 | 1.9664 | -0.1172 | 0.4103 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01085 | 2.0197 | 0.0539 | 0.2177 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01086 | -0.7796 | -0.0775 | 0.1182 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01087 | 0.9553 | -0.0216 | 0.0321 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01088 | -0.4348 | 0.1666 | 0.5336 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01089 | 2.6525 | -0.0456 | 0.2093 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01090 | -0.8317 | -0.2314 | 0.5664 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01091 | 2.7847 | -0.0802 | 0.3555 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01092 | -0.5737 | -0.0016 | 0.0045 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01093 | 0.9576 | -0.1195 | 0.1788 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01094 | -1.0163 | -0.0261 | 0.0647 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01095 | -0.6150 | -0.0166 | 0.0414 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01096 | -2.4920 | 0.1099 | 0.4190 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01097 | -3.2273 | -0.0472 | 0.2510 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01098 | -0.6053 | -0.1014 | 0.2989 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01099 | 3.2081 | 0.0408 | 0.2192 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01100 | -0.6834 | -0.1392 | 0.1883 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01101 | -1.3254 | 0.0331 | 0.1322 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01102 | 2.0325 | 0.1015 | 0.4327 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01103 | 0.9902 | -0.0857 | 0.3090 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01104 | 2.7531 | 0.0041 | 0.0179 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01105 | 3.6945 | -0.1230 | 0.6987 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01106 | -1.7403 | 0.0356 | 0.1080 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01107 | -1.3436 | -0.0000 | 0.0001 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01108 | 3.0893 | -0.0805 | 0.4203 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01109 | 0.9040 | -0.0150 | 0.0269 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01110 | -2.4414 | 0.1973 | 0.7420 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01111 | 1.4780 | 0.1358 | 0.3934 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01112 | -0.8306 | -0.0957 | 0.2407 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01113 | -2.3701 | -0.0148 | 0.0539 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01114 | 1.5124 | 0.0354 | 0.1151 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01115 | 1.5054 | 0.1213 | 0.3356 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01116 | -0.7486 | 0.0868 | 0.2158 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01117 | -3.2532 | 0.1639 | 0.8116 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01118 | 3.7817 | -0.0289 | 0.1758 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01119 | -0.5976 | 0.0634 | 0.1375 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01120 | -1.3230 | 0.0827 | 0.2782 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01121 | 3.0547 | -0.0044 | 0.0206 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01122 | 3.5307 | -0.0474 | 0.2558 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01123 | 3.5626 | -0.2194 | 1.2421 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01124 | 2.0312 | 0.1939 | 0.6146 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01125 | 0.1964 | -0.1062 | 0.1665 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01126 | -0.0407 | -0.1016 | 0.0624 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01127 | -3.1150 | -0.0058 | 0.0273 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01128 | 0.7816 | -0.0298 | 0.0828 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01129 | -2.2770 | -0.0226 | 0.0934 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01130 | -2.5945 | -0.0884 | 0.3654 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01131 | 0.3822 | -0.1329 | 0.2939 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01132 | -1.0834 | -0.0856 | 0.2104 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01133 | -3.9713 | -0.1237 | 0.7625 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01134 | -1.8348 | 0.0287 | 0.0825 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01135 | 2.0720 | 0.1618 | 0.5499 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01136 | -2.9425 | -0.0047 | 0.0214 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01137 | 1.3650 | -0.0857 | 0.2763 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01138 | -0.7939 | 0.1492 | 0.2691 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01139 | -0.1871 | 0.1035 | 0.0303 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01140 | 1.9170 | -0.0310 | 0.1156 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01141 | 2.3836 | 0.1215 | 0.4415 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01142 | -2.2853 | 0.0536 | 0.2163 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01143 | 0.8127 | 0.0572 | 0.0933 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01144 | 0.2771 | 0.1420 | 0.0853 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01145 | -0.6645 | 0.0911 | 0.1949 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01146 | 2.6966 | -0.0665 | 0.2754 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01147 | 0.5601 | 0.1714 | 0.5025 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01148 | 0.4268 | 0.1686 | 0.2515 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01149 | 1.1912 | 0.0704 | 0.2264 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01150 | 2.3456 | -0.0774 | 0.2871 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01151 | 0.8370 | 0.0233 | 0.0441 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01152 | 2.8321 | 0.0513 | 0.2230 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01153 | 0.5285 | -0.0033 | 0.0061 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01154 | 1.3107 | 0.1727 | 0.3470 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01155 | 0.8895 | -0.0555 | 0.0757 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01156 | 1.0341 | -0.0427 | 0.0978 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01157 | -3.4967 | -0.0113 | 0.0627 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01158 | 3.6611 | -0.1199 | 0.6948 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01159 | 1.1981 | 0.1190 | 0.4080 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01160 | -2.1930 | -0.1457 | 0.6251 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01161 | 2.1359 | -0.0139 | 0.0464 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01162 | -0.6873 | 0.0433 | 0.1514 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
